,bins10lfm,bins20lfm,binsname,bins5lfm,dry.wt,dw.flam.sample,fd,fh,fresh.wt,gd,gdw.gfw,gdw.gww,gdw.gww.saturated,glow,gr,gti,gww.gdw,gww.gdw.saturated,hydration,ignition,ignition.temp,individual,lfm.NAs.imputed,lfm.notes,lfm.outliers.out,max.mpa.sample,model,model.spp.gr,model.spp.gr.sample,month,mpa,pfg,precip.2mo,precip.2month,prop.ignite,prop.new,ros,round,RWC,RWD,sample,sample.wt,season,site,spp,start.temp,temp.change,temp.max,ttfg,tti,water.wt,ww.flam.sample,year,year.month,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti
175,"(70,80]","(60,80]",60,"(70,75]",0.4401,0.306326121,7,13,0.7672,148,0.573644421,1.345460104,0.478717201,1,"(70,80]",41,0.743240173,1.479640844,moderate,1,278.8,2019_December_CEME_4,74.32401727,0,74.32401727,-0.58,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_4",December,8.01,100,3.69,2019_December,100,100,1.428571429,5,50.23112032,49.76887968,4,0.534,Wet,St. Marys,CEME,269.9,7,276.9,16,57,0.3271,0.227673879,2019,2019_December,9.682240289,0.522964977,42.43843117,483.1452164,22.85146294,326.4494705,52.23191529,186.0761982,133.8442829
182,"(60,70]","(60,80]",60,"(65,70]",0.4783,0.356674124,11,12,0.8046,149,0.594456873,1.465828992,0.61570997,1,"(60,70]",20,0.682279143,1.237289451,moderate,1,278.8,2019_December_CEME_5,68.22791427,0,68.22791427,-0.25,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_5",December,8.77,118,3.69,2019_December,100,100,0.909090909,6,55.14305017,44.85694983,5,0.6,Wet,St. Marys,CEME,267.2,10.5,277.7,20,40,0.3263,0.243325876,2019,2019_December,11.09990419,0.522964977,33.64415639,417.7482751,30.84047669,330.8342045,56.07359398,112.147188,56.07359398
183,"(70,80]","(60,80]",60,"(75,80]",0.3749,0.32118842,7,19,0.6589,135,0.568978601,1.320070423,0.54358655,1,"(70,80]",19,0.757636388,1.423709586,moderate,1,278.8,2019_December_CEME_6,75.76363879,M,75.76363879,-0.31,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_6",December,7.59,109,3.69,2019_December,100,100,1.428571429,6,53.21565545,46.78434455,6,0.5645,Wet,St. Marys,CEME,275.8,19.1,294.9,14,33,0.284,0.24331158,2019,2019_December,13.43992933,0.522964977,59.15530826,420.3140324,21.79406094,339.3646632,43.58812188,102.7434301,59.15530826
187,"(70,80]","(60,80]",60,"(70,75]",0.368,0.323337547,14,11,0.6328,125,0.581542351,1.389728097,0.478717201,1,"(70,80]",21,0.719662998,1.479640844,moderate,1,278.8,2019_December_CEME_4,71.96629977,0,71.96629977,-0.58,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_4",December,6.98,90,3.69,2019_December,100,100,0.714285714,7,48.63768127,51.36231873,4,0.556,Wet,St. Marys,CEME,264.3,17.4,281.7,12,33,0.2648,0.232662453,2019,2019_December,11.87767138,0.522964977,34.02017516,386.5928996,43.29840475,278.3468877,37.11291836,102.0605255,64.94760713
189,"(70,80]","(60,80]",60,"(75,80]",0.338,0.332596011,4,12,0.6067,139,0.557112247,1.257908448,0.54358655,1,"(70,80]",26,0.795088031,1.423709586,moderate,1,278.8,2019_December_CEME_6,79.50880308,0,79.50880308,-0.31,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_6",December,7.09,109,3.69,2019_December,100,100,2.5,7,55.84622304,44.15377696,6,0.597,Wet,St. Marys,CEME,276.2,-6.4,269.8,24,50,0.2687,0.264403989,2019,2019_December,10.06391313,0.522964977,36.07980732,417.9244348,12.02660244,327.7249165,72.15961464,150.3325305,78.17291586
191,"(60,70]","(60,80]",60,"(60,65]",0.3494,0.345237561,8,17,0.5708,106,0.612123336,1.578139115,0.326428333,1,"(60,70]",15,0.633657699,1.480726086,moderate,1,278.8,2019_December_CEME_8,63.36576989,0,63.36576989,-0.317,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_8",December,8.78,83,3.69,2019_December,100,100,1.25,7,42.79371485,57.20628515,8,0.564,Wet,St. Marys,CEME,272.2,31,303.2,11,26,0.2214,0.218762439,2019,2019_December,14.55565675,0.522964977,49.24145546,307.0349576,23.17244963,240.4141649,31.86211824,75.3104613,43.44834306
194,"(70,80]","(60,80]",60,"(70,75]",0.3094,0.350264151,9,19,0.53,108,0.583773585,1.402538531,0.478717201,1,"(70,80]",19,0.71310813,1.479640844,moderate,1,278.8,2019_December_CEME_4,71.31081299,0,71.31081299,-0.58,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_4",December,8.77,80,3.69,2019_December,100,100,1.111111111,8,48.1946773,51.8053227,4,0.6,Wet,St. Marys,CEME,264.1,7.31,271.41,12,31,0.2206,0.249735849,2019,2019_December,13.82159061,0.522964977,54.24477483,308.3387201,25.69489334,228.3990519,34.25985779,88.50463262,54.24477483
206,"(70,80]","(60,80]",60,"(75,80]",0.3277,0.293564583,6,10,0.576,106,0.568923611,1.319774466,0.367606193,1,"(70,80]",17,0.757705218,1.313260941,moderate,1,278.8,2019_December_CEME_1,75.77052182,0,75.77052182,-0.163,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_1",December,3,83,3.69,2019_December,100,100,1.666666667,10,57.69647102,42.30352898,1,0.516,Wet,St. Marys,CEME,265.5,4.1,269.6,23,40,0.2483,0.222435417,2019,2019_December,10.69219931,0.522964977,34.06405462,361.0789789,20.43843277,282.7316533,78.34732562,136.2562185,57.90889285
209,"(70,80]","(60,80]",60,"(75,80]",0.2805,0.338603165,3,23,0.4929,110,0.569080949,1.320621469,0.61570997,1,"(70,80]",26,0.757219251,1.237289451,moderate,1,278.8,2019_December_CEME_5,75.72192513,0,75.72192513,-0.25,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_5",December,9.57,81,3.69,2019_December,100,100,3.333333333,10,61.19984703,38.80015297,5,0.595,Wet,St. Marys,CEME,276.2,27.6,303.8,9,35,0.2124,0.256396835,2019,2019_December,13.71974816,0.522964977,67.92612232,324.8640633,8.859928998,239.218083,26.579787,103.3658383,76.78605132
210,"(70,80]","(60,80]",60,"(75,80]",0.2805,0.338603165,6,16,0.4929,114,0.569080949,1.320621469,0.61570997,1,"(70,80]",20,0.757219251,1.237289451,moderate,1,278.8,2019_December_CEME_5,75.72192513,0,75.72192513,-0.25,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_5",December,9.57,88,3.69,2019_December,100,100,1.666666667,10,61.19984703,38.80015297,5,0.595,Wet,St. Marys,CEME,271,8.1,279.1,12,32,0.2124,0.256396835,2019,2019_December,13.07973244,0.522964977,47.25295466,336.6773019,17.719858,259.8912506,35.43971599,94.50590932,59.06619332
212,"(60,70]","(60,80]",60,"(65,70]",0.2699,0.23284786,16,11,0.4509,110,0.598580617,1.491160221,0.220500596,1,"(60,70]",12,0.670743005,1.326370757,moderate,1,278.8,2019_December_CEME_7,67.07430054,0,67.07430054,-0.043,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_7",December,10.01,82,3.69,2019_December,100,100,0.625,10,50.56979746,49.43020254,7,0.389,Wet,St. Marys,CEME,265.8,1.9,267.7,15,27,0.181,0.15615214,2019,2019_December,12.99203221,0.522964977,47.24114711,472.4114711,68.71439579,352.1612784,64.41974605,115.9555429,51.53579684
213,"(70,80]","(60,80]",60,"(75,80]",0.1721,0.080600692,3,10,0.4911,70,0.350437793,0.539498433,0.326428333,1,"(70,80]",20,0.777015497,1.480726086,moderate,1,278.8,2019_December_CEME_8,77.70154966,0,NA,-0.317,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_8",December,5.82,47,3.69,2019_December,100,100,3.333333333,10,52.47530276,47.52469724,8,0.23,Wet,St. Marys,CEME,269.4,15.2,284.6,10,30,0.319,0.149399308,2019,2019_December,12.15975608,0.522964977,124.0684132,868.4788925,37.22052396,583.1215421,124.0684132,372.2052396,248.1368264
216,"(60,70]","(60,80]",60,"(65,70]",0.2881,0.279766529,6,10.5,0.484,84,0.595247934,1.47064829,0.314155942,1,"(60,70]",23,0.679972232,1.497320472,moderate,1,278.8,2019_December_CEME_2,67.99722319,0,67.99722319,-0.167,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_2",December,3.42,55,3.69,2019_December,100,100,1.666666667,11,45.41260502,54.58739498,2,0.47,Wet,St. Marys,CEME,263.3,39.3,302.6,21,44,0.1959,0.190233471,2019,2019_December,10.35085623,0.522964977,37.53129454,300.2503563,21.44645402,196.5924952,75.06258908,157.2739962,82.21140709
219,"(70,80]","(60,80]",60,"(75,80]",0.2915,0.317116496,3,23,0.5189,110,0.561765273,1.281882146,0.61570997,1,"(70,80]",26,0.780236747,1.237289451,moderate,1,278.8,2019_December_CEME_5,78.02367473,missing flam weight,78.02367473,-0.25,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_5",December,0.3,81,3.69,2019_December,100,100,3.333333333,11,63.06016322,36.93983678,5,0.5645,Wet,St. Marys,CEME,276.2,27.6,303.8,9,35,0.2274,0.247383504,2019,2019_December,13.71974816,0.522964977,72.52855105,346.8756789,9.460245789,255.4266363,28.38073737,110.3695342,81.98879684
220,"(60,70]","(60,80]",60,"(65,70]",0.2933,0.178341824,1,1,0.4868,107,0.602506163,1.515762274,0.326428333,1,"(60,70]",15,0.659846547,1.480726086,moderate,1,278.8,2019_December_CEME_8,65.98465473,0,65.98465473,-0.317,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_8",December,10,91,3.69,2019_December,100,100,10,11,44.56236393,55.43763607,8,0.296,Wet,St. Marys,CEME,279,-3.4,275.6,10,25,0.1935,0.117658176,2019,2019_December,10.42992404,0.522964977,5.607209664,599.9714341,5.607209664,510.2560795,56.07209664,140.1802416,84.10814497
221,"(60,70]","(60,80]",60,"(60,65]",0.4339,0.335280781,13,16,0.7066,137,0.614067365,1.591125779,0.51950188,1,"(60,70]",9,0.628485826,1.234106208,moderate,1,278.8,2019_December_CEME_9,62.84858262,0,62.84858262,-0.362,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_9",December,10.014,115,3.69,2019_December,100,100,0.769230769,11,50.92639694,49.07360306,9,0.546,Wet,St. Marys,CEME,272.5,20.6,293.1,17,26,0.2727,0.210719219,2019,2019_December,14.34941371,0.522964977,47.72119637,408.6127439,38.77347205,342.9960989,50.70377115,77.54694411,26.84317296
227,"(70,80]","(60,80]",60,"(70,75]",0.14,0.186302083,5,17,0.384,135,0.364583333,0.573770492,0.367606193,1,"(70,80]",21,0.711667936,1.313260941,moderate,1,278.8,2019_December_CEME_1,71.16679356,0,NA,-0.163,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_1",December,6.95,109,3.69,2019_December,100,100,2,14,54.19090094,45.80909906,1,0.511,Wet,St. Marys,CEME,279,0.1,279.1,13,34,0.244,0.324697917,2019,2019_December,12.91227615,0.522964977,91.24965055,724.6295779,26.83813251,585.0712888,69.77914453,182.4993011,112.7201566
228,"(60,70]","(60,80]",60,"(60,65]",0.1318,0.210379946,13,8,0.369,179,0.357181572,0.555649241,0.314155942,1,"(60,70]",23,0.617405525,1.497320472,moderate,1,278.8,2019_December_CEME_2,61.74055246,0,NA,-0.167,EPI,"2019_December_EPI_CEME_(60,70]","2019_December_EPI_CEME_(60,70]_2",December,8.58,143,3.69,2019_December,100,100,0.769230769,14,41.2340268,58.7659732,2,0.589,Wet,St. Marys,CEME,278.3,10.6,288.9,15,38,0.2372,0.378620054,2019,2019_December,10.49244096,0.522964977,38.02643816,850.8415539,61.79296202,679.7225822,71.29957156,180.6255813,109.3260097
252,"(60,70]","(60,80]",60,"(60,65]",0.3844,0.288916026,7,15,0.624,142,0.616025641,1.604340568,0.457194245,1,"(60,70]",22,0.623309053,1.481025641,moderate,1,278.8,2020_January_CEME_6,62.33090531,0,62.33090531,-0.61,EPI,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_6",January,8.6,113,5.82,2020_January,21,100,1.428571429,5,42.08631072,57.91368928,6,0.469,Wet,St. Marys,CEME,268.5,11.4,279.9,12,34,0.2396,0.180083974,2020,2020_January,12.54042867,0.522964977,51.91819999,491.4922933,24.22849333,391.1171066,41.53455999,117.6812533,76.14669332
255,"(60,70]","(60,80]",60,"(65,70]",0.3397,0.261353592,6,12.5,0.5693,102,0.596697699,1.479529617,0.346639511,1,"(60,70]",21,0.67598999,1.193153153,moderate,1,278.8,2020_January_CEME_3,67.59899897,0,67.59899897,-0.5,EPI,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_3",January,9.1,75,5.82,2020_January,21,100,1.666666667,6,56.65576024,43.34423976,3,0.438,Wet,St. Marys,CEME,275.4,55.5,330.9,14,35,0.2296,0.176646408,2020,2020_January,11.88517663,0.522964977,47.82792499,390.2758679,22.95740399,286.9675499,53.56727599,133.91819,80.35091398
256,"(60,70]","(60,80]",60,"(60,65]",0.4069,0.344432949,7,20.5,0.6592,96,0.61726335,1.612762584,0.397994467,1,"(60,70]",17,0.620054067,1.45081266,moderate,1,278.8,2020_January_CEME_4,62.00540673,0,62.00540673,-0.312,EPI,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_4",January,7.5,72,5.82,2020_January,21,100,1.428571429,6,42.73839651,57.26160349,4,0.558,Wet,St. Marys,CEME,266.3,10,276.3,9,26,0.2523,0.213567051,2020,2020_January,15.22890107,0.522964977,59.51811538,278.7189793,20.32325891,209.0392345,26.12990431,75.48639023,49.35648592
267,"(70,80]","(60,80]",60,"(70,75]",0.3906,0.251407494,14,11,0.6805,96,0.573989713,1.347361159,0.408365438,1,"(70,80]",13,0.742286519,1.505224898,moderate,1,278.8,2020_January_CEME_1,74.2286519,0,74.2286519,-0.52,EPI,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(70,80]_1",January,7,69,5.82,2020_January,15,100,0.714285714,11,49.31399421,50.68600579,1,0.438,Wet,St. Marys,CEME,277.3,14.6,291.9,7,20,0.2899,0.186592506,2020,2020_January,14.8121549,0.522964977,43.75366781,381.8501918,55.68648631,274.4548254,27.84324315,79.5521233,51.70888014
268,"(60,70]","(60,80]",60,"(65,70]",0.3298,0.32295668,1,12.5,0.5494,111,0.600291227,1.501821494,0.346639511,1,"(60,70]",29,0.66595906,1.193153153,moderate,1,278.8,2020_January_CEME_3,66.59590599,0,66.59590599,-0.5,EPI,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_3",January,7.3,81,5.82,2020_January,21,100,10,11,55.8150526,44.1849474,3,0.538,Wet,St. Marys,CEME,271.9,-5.8,266.1,12,41,0.2196,0.21504332,2020,2020_January,11.07551217,0.522964977,38.70488141,343.6993469,3.096390513,250.8076315,37.15668615,126.952011,89.79532487
269,"(70,80]","(60,80]",60,"(75,80]",0.2665,0.285236097,5,15,0.4765,102,0.559286464,1.269047619,0.397994467,1,"(70,80]",19,0.787992495,1.45081266,moderate,1,278.8,2020_January_CEME_4,78.79924953,0,78.79924953,-0.312,EPI,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(70,80]_4",January,8.6,78,5.82,2020_January,15,100,2,11,54.31386953,45.68613047,4,0.51,Wet,St. Marys,CEME,270.6,9.3,279.9,12,31,0.21,0.224763903,2020,2020_January,13.07015368,0.522964977,52.58801457,357.5984991,17.52933819,273.4576758,42.07041165,108.6818968,66.61148512
270,"(70,80]","(60,80]",60,"(75,80]",0.3429,0.253223691,5,17,0.6053,103,0.566495952,1.306783537,0.408365438,1,"(70,80]",8,0.765349278,1.505224898,moderate,1,278.8,2020_January_CEME_1,76.53492781,0,76.53492781,-0.52,EPI,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(70,80]_1",January,10,90,5.82,2020_January,15,100,2,12,50.84617449,49.15382551,1,0.447,Wet,St. Marys,CEME,287.1,23.4,310.5,23,31,0.2624,0.193776309,2020,2020_January,13.4577085,0.522964977,67.13431887,406.7549908,19.7453879,355.4169823,90.82878436,122.421405,31.59262065
271,"(60,70]","(60,80]",60,"(60,65]",0.2891,0.24851177,3,7,0.4758,108,0.607608239,1.548473487,0.346639511,1,"(60,70]",33,0.645797302,1.193153153,moderate,1,278.8,2020_January_CEME_3,64.5797302,0,64.5797302,-0.5,EPI,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_3",January,10,72,5.82,2020_January,21,100,3.333333333,12,54.12526467,45.87473533,3,0.409,Wet,St. Marys,CEME,273.9,0.8,274.7,2,35,0.1867,0.16048823,2020,2020_January,10.64104421,0.522964977,28.16767998,434.5870626,12.07186285,289.7247084,8.047908567,140.8383999,132.7904914
272,"(60,70]","(60,80]",60,"(60,65]",0.3576,0.318960245,2,3.5,0.5886,105,0.607543323,1.548051948,0.397994467,1,"(60,70]",28,0.645973154,1.45081266,moderate,1,278.8,2020_January_CEME_4,64.59731544,0,64.59731544,-0.312,EPI,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_4",January,9.1,75,5.82,2020_January,21,100,5,12,44.5249185,55.4750815,4,0.525,Wet,St. Marys,CEME,279.2,7.2,286.4,12,40,0.231,0.206039755,2020,2020_January,9.152236424,0.522964977,10.97315436,329.1946309,6.270373921,235.1390221,37.62224353,125.4074784,87.7852349
273,"(70,80]","(60,80]",60,"(70,75]",0.3482,0.274634984,9,10,0.5997,83,0.580623645,1.384493042,0.125366876,1,"(70,80]",17,0.722389775,1.466992665,moderate,1,278.8,2020_January_CEME_5,72.23897745,0,72.23897745,-0.467,EPI,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(70,80]_5",January,10,57,5.82,2020_January,15,100,1.111111111,12,49.24290296,50.75709704,5,0.473,Wet,St. Marys,CEME,281.2,12.5,293.7,18,35,0.2515,0.198365016,2020,2020_January,11.34873787,0.522964977,36.41196707,302.2193267,32.77077036,207.5482123,65.54154073,127.4418848,61.90034402
277,"(70,80]","(60,80]",60,"(70,75]",0.3114,0.273962022,4,13,0.534,125,0.583146067,1.398921833,0.794049159,1,"(70,80]",29,0.714836224,1.259367872,moderate,1,270,2020_September_CEME_1.2,71.48362235,0,71.48362235,-0.394,EPI,"2020_September_EPI_CEME_(70,80]","2020_September_EPI_CEME_(70,80]_1.2",September,1.88,92,0.01,2020_September,59,100,2.5,1,56.76151023,43.23848977,1.2,0.4698,Dry,St. Marys,CEME,275.5,25,300.5,21,50,0.2226,0.195837978,2020,2020_September,10.23961233,0.522964977,47.45183249,456.2676201,14.60056384,335.8129684,76.65296018,182.5070481,105.8540879
279,"(70,80]","(60,80]",60,"(75,80]",0.3416,0.283745235,3,1,0.6117,135,0.558443682,1.264716772,0.797171438,1,"(70,80]",46,0.790690867,1.254435309,moderate,1,290.1,2020_September_CEME_1.3,79.06908665,0,79.06908665,-0.597,EPI,"2020_September_EPI_CEME_(70,80]","2020_September_EPI_CEME_(70,80]_1.3",September,0.597,86,0.01,2020_September,59,100,3.333333333,1,63.03161756,36.96838244,1.3,0.5081,Dry,St. Marys,CEME,278.3,27.8,306.1,17,63,0.2701,0.224354765,2020,2020_September,6.953904963,0.522964977,3.524288263,475.7789155,10.57286479,303.0887906,59.91290047,222.0301606,162.1172601
303,"(60,70]","(60,80]",60,"(60,65]",0.324,0.323937848,2,6.5,0.5213,113,0.621523115,1.642169285,0.961266523,1,"(60,70]",27,0.608950617,0.94735031,moderate,1,269.5,2020_September_ADFA_1.4,60.89506173,0,60.89506173,-0.225,EPI,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,70]_1.4",September,5.33,84,0.01,2020_September,94,100,5,2,64.27934958,35.72065042,1.4,0.5212,Dry,St. Marys,ADFA,272.4,5.7,278.1,13,40,0.1973,0.197262152,2020,2020_September,9.907321405,0.505959643,20.06557754,348.832348,6.174023858,259.309002,40.13115507,123.4804772,83.34932208
304,"(60,70]","(60,80]",60,"(60,65]",0.324,0.33960023,4,12,0.5213,97,0.621523115,1.642169285,0.961266523,1,"(60,70]",2,0.608950617,0.94735031,moderate,1,269,2020_September_ADFA_1.4,60.89506173,0,60.89506173,-0.225,EPI,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,70]_1.4",September,5.33,91,0.01,2020_September,94,100,2.5,2,64.27934958,35.72065042,1.4,0.5464,Dry,St. Marys,ADFA,277.4,30.5,307.9,40,42,0.1973,0.20679977,2020,2020_September,10.86229156,0.505959643,35.33566509,285.6299595,11.77855503,267.962127,117.7855503,123.6748278,5.889277516
305,"(60,70]","(60,80]",60,"(60,65]",0.2797,0.293202337,6,6,0.4578,132,0.610965487,1.57046603,1.078099174,1,"(60,70]",15,0.636753665,0.927558452,moderate,1,266.4,2020_September_ADFA_1.5,63.67536646,0,63.67536646,-0.136,EPI,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,70]_1.5",September,5.45,111,0.01,2020_September,94,40,1.666666667,2,68.64835996,31.35164004,1.5,0.4799,Dry,St. Marys,ADFA,279.9,22.8,302.7,28,43,0.1781,0.186697663,2020,2020_September,9.478470817,0.505959643,20.46368408,450.2010497,20.46368408,378.5781554,95.49719235,146.6564025,51.15921019
306,"(60,70]","(60,80]",60,"(65,70]",0.3121,0.301965344,10,12,0.5266,136,0.592669958,1.455011655,0.933088235,1,"(60,70]",17,0.687279718,1.071710008,moderate,1,240.7,2020_September_ADFA_1.6,68.7279718,0,68.7279718,-0.316,EPI,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,70]_1.6",September,2.49,109,0.01,2020_September,94,70,1,2,64.12926192,35.87073808,1.6,0.5095,Dry,St. Marys,ADFA,266.3,118.2,384.5,15,32,0.2145,0.207534656,2020,2020_September,12.26393909,0.505959643,39.7396597,450.3828099,33.11638308,360.9685756,49.67457462,105.9724259,56.29785124
307,"(60,70]","(60,80]",60,"(65,70]",0.31,0.324366572,12,11.5,0.5265,171,0.588793922,1.43187067,0.999274311,1,"(60,70]",33,0.698387097,1.000726216,moderate,1,242.8,2020_September_CEME_1.6,69.83870968,0,69.83870968,-0.491,EPI,"2020_September_EPI_CEME_(60,70]","2020_September_EPI_CEME_(60,70]_1.6",September,3.628,126,0.01,2020_September,64,100,0.833333333,2,69.7880285,30.2119715,1.6,0.5509,Dry,St. Marys,CEME,286.2,109.3,395.5,1,34,0.2165,0.226533428,2020,2020_September,11.82855071,0.522964977,35.45371504,527.1813279,36.99518091,388.4493995,3.082931742,104.8196792,101.7367475
310,"(70,80]","(60,80]",60,"(75,80]",0.2947,0.314782838,9,12.5,0.518,171,0.568918919,1.319749216,1.040053405,1,"(70,80]",26,0.757719715,0.961489089,moderate,1,259.1,2020_September_ADFA_2.2,75.7719715,0,75.7719715,-0.256,EPI,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,80]_2.2",September,0.873,136,0.01,2020_September,88,50,1.111111111,2,78.80689693,21.19310307,2.2,0.5533,Dry,Painted Caves,ADFA,281.9,-14.1,267.8,13,39,0.2233,0.238517162,2020,2020_September,11.32443814,0.505959643,39.70991585,543.2316488,28.59113941,432.0438844,41.29831248,123.8949374,82.59662496
312,"(60,70]","(60,80]",60,"(60,65]",0.2813,0.293652131,3,4,0.4623,154,0.608479342,1.554143646,1.04558762,1,"(60,70]",49,0.643441166,0.9564,moderate,1,261.4,2020_September_ADFA_2.3,64.3441166,0,64.3441166,-0.106,EPI,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,70]_2.3",September,0.746,102,0.01,2020_September,94,NA,3.333333333,2,67.27741175,32.72258825,2.3,0.4826,Dry,Painted Caves,ADFA,276.3,6.1,282.4,8,57,0.181,0.188947869,2020,2020_September,7.95917672,0.505959643,13.6215596,524.4300447,10.2161697,347.3497699,27.2431192,194.1072243,166.8641051
319,"(70,80]","(60,80]",60,"(70,75]",0.3147,0.311194394,8,11,0.5476,101,0.574689554,1.351223701,0.970432946,1,"(70,80]",16,0.740069908,1.0304679,moderate,1,258.4,2020_September_ADFA_1.1,74.00699078,0,74.00699078,-0.123,EPI,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,80]_1.1",September,3.979,77,0.01,2020_September,88,100,1.25,3,71.81882209,28.18117791,1.1,0.5415,Dry,St. Marys,ADFA,275.1,-0.4,274.7,24,40,0.2329,0.230305606,2020,2020_September,10.89951021,0.505959643,35.34768049,324.5559754,25.70740399,247.4337634,77.12221198,128.53702,51.41480799
320,"(70,80]","(60,80]",60,"(70,75]",0.324,0.259691602,9,8.5,0.5668,144,0.571630205,1.334431631,0.976294675,1,"(70,80]",25,0.749382716,1.024280911,moderate,1,260.4,2020_September_ADFA_1.2,74.9382716,0,74.9382716,-0.244,EPI,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,80]_1.2",September,2.444,110,0.01,2020_September,88,100,1.111111111,3,73.16183558,26.83816442,1.2,0.4543,Dry,St. Marys,ADFA,272.3,16.8,289.1,8,33,0.2428,0.194608398,2020,2020_September,11.29797175,0.505959643,32.7311316,554.5038765,34.65649228,423.5793501,30.80577092,127.073805,96.26803412
